OS,SP,ARCH,FILE,MINVER,FIXVER,DIR,BULLETIN,KB
6,1,x86,Mshtml.dll,7.0.6001.20000,7.0.6001.18137,\system32,bulletin,kb
6,0,x86,Mshtml.dll,7.0.6000.20000,7.0.6000.22260,\system32,bulletin,kb
6,0,x86,Mshtml.dll,7.0.6000.20000,7.0.6000.16746,\system32,bulletin,kb
5.2,1,x86,Mshtml.dll,7.0.6000.20000,6.0.3790.3194,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,7.0.6000.20000,6.0.3790.4357,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,7.0.6000.20000,7.0.6000.20900,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,7.0.0.0,7.0.6000.16735,\system32,bulletin,kb
5.1,2,x86,Mshtml.dll,7.0.6000.20000,7.0.6000.20900,\system32,bulletin,kb
5.1,2,x86,Mshtml.dll,7.0.0.0,7.0.6000.16735,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,6.0.2900.0,6.0.2900.5659,\system32,bulletin,kb
5.1,2,x86,Mshtml.dll,6.0.2900.0,6.0.2900.3429,\system32,bulletin,kb
5.1,2,x86,Mshtml.dll,6.0.2900.0,6.0.2800.1615,\system32,bulletin,kb
5,2,x86,Mshtml.dll,6.0.0.0,6.0.2800.1615,\system32,bulletin,kb
5,2,x86,Mshtml.dll,6.0.0.0,5.0.3868.2000,\system32,bulletin,kb
5,2,x86,ntdsa.dll,6.0.0.0,5.0.2195.7178,\system32,bulletin,kb
6,1,x86,Win32k.sys,6.0.6001.20000,6.0.6001.22265,\system32,bulletin,kb
6,1,x86,Win32k.sys,6.0.6001.20000,6.0.6001.18141,\system32,bulletin,kb
6,0,x86,Win32k.sys,6.0.6000.20000,6.0.6000.20917,\system32,bulletin,kb
6,0,x86,Win32k.sys,6.0.6000.20000,6.0.6000.16750,\system32,bulletin,kb
5.2,2,x86,Win32k.sys,6.0.6000.20000,5.2.3790.4375,\system32,bulletin,kb
5.2,1,x86,Win32k.sys,6.0.6000.20000,5.2.3790.3212,\system32,bulletin,kb
5.1,2,x86,Win32k.sys,6.0.6000.20000,5.1.2600.3446,\system32,bulletin,kb
5.1,3,x86,Win32k.sys,6.0.6000.20000,5.1.2600.5676,\system32,bulletin,kb
5,3,x86,Win32k.sys,6.0.6000.20000,5.0.2195.7194,\system32,bulletin,kb
6,1,x86,Win32k.sys,6.0.6001.20000,6.0.6001.22241,\system32,bulletin,kb
6,1,x86,Win32spl.dll,6.0.6001.20000,6.0.6001.18119,\system32,bulletin,kb
6,0,x86,Win32spl.dll,6.0.6000.20000,6.0.6000.20893,\system32,bulletin,kb
6,0,x86,Win32spl.dll,6.0.6000.20000,6.0.6000.16728,\system32,bulletin,kb
5.2,2,x86,Win32spl.dll,6.0.6000.20000,5.2.3790.4371,\system32,bulletin,kb
5.2,1,x86,Win32spl.dll,6.0.6000.20000,5.2.3790.3208,\system32,bulletin,kb
5.1,2,x86,Win32spl.dll,6.0.6000.20000,5.1.2600.3435,\system32,bulletin,kb
5.1,3,x86,Win32spl.dll,6.0.6000.20000,5.1.2600.5664,\system32,bulletin,kb
5,3,x86,Win32spl.dll,6.0.6000.20000,5.0.2195.7188,\system32,bulletin,kb
6,0,x86,Srv.sys,6.0.6000.20000,6.0.6000.16738,\system32\drivers,bulletin,kb
6,0,x86,Srv.sys,6.0.6000.20000,6.0.6000.20904,\system32\drivers,bulletin,kb
6,1,x86,Srv.sys,6.0.6000.20000,6.0.6001.18130,\system32\drivers,bulletin,kb
6,1,x86,Srv.sys,6.0.6001.20000,6.0.6001.22252,\system32\drivers,bulletin,kb
5.2,2,x86,Srv.sys,6.0.6001.20000,5.2.3790.4363,\system32\drivers,bulletin,kb
5.2,1,x86,Srv.sys,6.0.6001.20000,5.2.3790.3200,\system32\drivers,bulletin,kb
5.1,3,x86,Srv.sys,6.0.6001.20000,5.1.2600.5671,\system32\drivers,bulletin,kb
5.1,2,x86,Srv.sys,6.0.6001.20000,5.1.2600.3436,\system32\drivers,bulletin,kb
5,2,x86,Srv.sys,6.0.6001.20000,5.0.2195.7177,\system32\drivers,bulletin,kb
6,0,x86,Ntoskrnl.exe,6.0.6001.20000,6.0.6000.16754,\System32,bulletin,kb
6,0,x86,Ntoskrnl.exe,6.0.6000.20000,6.0.6000.20921,\System32,bulletin,kb
6,1,x86,Ntoskrnl.exe,6.0.6000.20000,6.0.6001.18145,\System32,bulletin,kb
6,1,x86,Ntoskrnl.exe,6.0.6001.20000,6.0.6001.22269,\System32,bulletin,kb
5.2,2,x86,Ntoskrnl.exe,6.0.6001.20000,5.2.3790.4354,\System32,bulletin,kb
5.2,1,x86,Ntoskrnl.exe,6.0.6001.20000,5.2.3790.3191,\System32,bulletin,kb
5.1,3,x86,Ntoskrnl.exe,6.0.6001.20000,5.1.2600.5657,\System32,bulletin,kb
5.1,2,x86,Ntoskrnl.exe,6.0.6001.20000,5.1.2600.3427,\System32,bulletin,kb
5,2,x86,Mqqm.dll,6.0.6001.20000,5.0.0.807,\system32,bulletin,kb
5.2,2,x86,Afd.sys,6.0.6001.20000,5.2.3790.4355,\system32\drivers,bulletin,kb
5.2,1,x86,Afd.sys,6.0.6001.20000,5.2.3790.3192,\system32\drivers,bulletin,kb
5.1,3,x86,Afd.sys,6.0.6001.20000,5.1.2600.5657,\system32\drivers,bulletin,kb
5.1,2,x86,Afd.sys,6.0.6001.20000,5.1.2600.3427,\system32\drivers,bulletin,kb
6,1,x86,Netapi32.dll,6.0.6001.20000,6.0.6001.22288,\system32,bulletin,kb
6,1,x86,Netapi32.dll,6.0.6001.20000,6.0.6001.18157,\system32,bulletin,kb
6,0,x86,Netapi32.dll,6.0.6000.20000,6.0.6000.20937,\system32,bulletin,kb
6,0,x86,Netapi32.dll,6.0.6000.20000,6.0.6000.16764,\system32,bulletin,kb
5.2,2,x86,Netapi32.dll,6.0.6000.20000,5.2.3790.4392,\system32,bulletin,kb
5.2,1,x86,Netapi32.dll,6.0.6000.20000,5.2.3790.3229,\system32,bulletin,kb
5.1,3,x86,Netapi32.dll,6.0.6000.20000,5.1.2600.5694,\system32,bulletin,kb
5.1,2,x86,Netapi32.dll,6.0.6000.20000,5.1.2600.3462,\system32,bulletin,kb
5,2,x86,Netapi32.dll,6.0.6000.20000,5.0.2195.7203,\system32,bulletin,kb
6,1,x86,Mrxsmb10.sys,6.0.6001.20000,6.0.6001.22252,\system32\drivers,bulletin,kb
6,1,x86,Mrxsmb10.sys,6.0.6001.20000,6.0.6001.18130,\system32\drivers,bulletin,kb
6,0,x86,Mrxsmb10.sys,6.0.6000.20000,6.0.6000.20904,\system32\drivers,bulletin,kb
6,0,x86,Mrxsmb10.sys,6.0.6000.20000,6.0.6000.16738,\system32\drivers,bulletin,kb
5.2,2,x86,Mrxsmb.sys,6.0.6000.20000,5.2.3790.4369,\system32\drivers,bulletin,kb
5.2,1,x86,Mrxsmb.sys,6.0.6000.20000,5.2.3790.3206,\system32\drivers,bulletin,kb
5.1,3,x86,Mrxsmb.sys,6.0.6000.20000,5.1.2600.5700,\system32\drivers,bulletin,kb
5.1,2,x86,Mrxsmb.sys,6.0.6000.20000,5.1.2600.3467,\system32\drivers,bulletin,kb
5,2,x86,Mrxsmb.sys,6.0.6000.20000,5.0.2195.7174,\system32\drivers,bulletin,kb
6,2,x86,Gdi32.dll,6.0.6002.0,6.0.6002.20609,\system32,bulletin,kb
6,1,x86,Gdi32.dll,6.0.6002.0,6.0.6001.18159,\system32,bulletin,kb
6,0,x86,Gdi32.dll,6.0.6002.0,6.0.6000.16766,\system32,bulletin,kb
5.2,1,x86,Gdi32.dll,6.0.6002.0,5.2.3790.3233,\system32,bulletin,kb
5.2,2,x86,Gdi32.dll,6.0.6002.0,5.2.3790.4396,\system32,bulletin,kb
5.1,2,x86,Gdi32.dll,6.0.6002.0,5.1.2600.3466,\system32,bulletin,kb
5.1,3,x86,Gdi32.dll,6.0.6002.0,5.1.2600.5698,\system32,bulletin,kb
5,3,x86,Gdi32.dll,6.0.6002.0,5.0.2195.7205,\system32,bulletin,kb
6,1,x86,Mshtml.dll,7.0.6001.20000,7.0.6001.22288,\system32,bulletin,kb
6,1,x86,Mshtml.dll,7.0.6001.20000,7.0.6001.18157,\system32,bulletin,kb
6,0,x86,Mshtml.dll,7.0.6000.20000,7.0.6000.20937,\system32,bulletin,kb
6,0,x86,Mshtml.dll,7.0.6000.20000,7.0.6000.16764,\system32,bulletin,kb
5.2,1,x86,Mshtml.dll,7.0.6000.20000,6.0.3790.3229,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,7.0.6000.20000,6.0.3790.4392,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,7.0.6000.20000,7.0.6000.20935,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,7.0.0.0,7.0.6000.16762,\system32,bulletin,kb
5.1,2,x86,Mshtml.dll,7.0.6000.20000,7.0.6000.20935,\system32,bulletin,kb
5.1,2,x86,Mshtml.dll,7.0.0.0,7.0.6000.16762,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,7.0.0.0,6.0.2900.5694,\system32,bulletin,kb
5.1,2,x86,Mshtml.dll,7.0.0.0,6.0.2900.3462,\system32,bulletin,kb
5,2,x86,Mshtml.dll,6.0.0.0,6.0.2800.1617,\system32,bulletin,kb
5,2,x86,Mshtml.dll,6.0.0.0,5.0.3870.1500,\system32,bulletin,kb
6,0,x86,Explorer.exe,6.0.0.0,6.0.6000.16771,\system32,bulletin,kb
6,0,x86,Explorer.exe,6.0.6000.20000,6.0.6000.20947,\system32,bulletin,kb
6,1,x86,Explorer.exe,6.0.6000.20000,6.0.6001.18164,\system32,bulletin,kb
6,1,x86,Explorer.exe,6.0.6001.22000,6.0.6001.22298,\system32,bulletin,kb
5,1,x86,Strmdll.dll,6.0.6001.22000,4.1.0.3937,\system32;,bulletin,kb
5.1,1,x86,Strmdll.dll,6.0.6001.22000,4.1.0.3937,\system32;,bulletin,kb
5.2,1,x86,Strmdll.dll,6.0.6001.22000,4.1.0.3937,\system32;,bulletin,kb
6,1,x86,Wmvcore.dll,11.0.6001.7100,11.0.6001.7105,\system32;,bulletin,kb
6,1,x86,Wmvcore.dll,11.0.6001.0,11.0.6001.7001,\system32;,bulletin,kb
6,0,x86,Wmvcore.dll,11.0.6000.0,11.0.6000.6346,\system32;,bulletin,kb
6,0,x86,Wmvcore.dll,11.0.6000.6500,11.0.6000.6505,\system32;,bulletin,kb
6,0,x86,Wmsserver.dll,11.0.6000.6500,9.5.6001.18161,\system32;,bulletin,kb
5.2,2,x86,Wmsserver.dll,11.0.6000.6500,9.1.1.5000,\system32;,bulletin,kb
5.2,1,x86,Wmsserver.dll,11.0.6000.6500,9.1.1.3845,\system32;,bulletin,kb
5.2,1,x86,Wmvcore.dll,10.0.0.0,10.0.0.3711,\system32;,bulletin,kb
5.2,2,x86,Wmvcore.dll,10.0.0.0,10.0.0.4001,\system32;,bulletin,kb
5.2,1,x64,Wmvcore.dll,10.0.0.0,10.0.0.3711,\syswow64;,bulletin,kb
5.2,1,x64,Wmvcore.dll,10.0.0.3800,10.0.0.3816,\syswow64;,bulletin,kb
5.2,2,x64,Wmvcore.dll,10.0.0.3900,10.0.0.4001,\syswow64;,bulletin,kb
5.2,2,x64,Wmvcore.dll,11.0.0.0,11.0.5721.5251,\system32;,bulletin,kb
5.1,3,x64,Wmvcore.dll,9.0.0.0,9.0.0.4504,\system32;,bulletin,kb
5.1,3,x64,Wmvcore.dll,10.0.0.0,10.0.0.3703,\system32;,bulletin,kb
5.1,3,x64,Wmvcore.dll,10.0.0.4000,10.0.0.4066,\system32;,bulletin,kb
5.1,3,x64,Wmvcore.dll,10.0.0.4300,10.0.0.4362,\system32;,bulletin,kb
5.1,3,x64,Wmvcore.dll,11.0.0.0,11.0.5721.5251,\system32;,bulletin,kb
5.1,2,x64,Wmvcore.dll,9.0.0.0,9.0.0.3268,\system32;,bulletin,kb
5.1,2,x64,Wmvcore.dll,9.0.0.3300,9.0.0.3358,\system32;,bulletin,kb
5.1,2,x64,Wmvcore.dll,10.0.0.0,10.0.0.3703,\system32;,bulletin,kb
5.1,2,x64,Wmvcore.dll,10.0.0.4000,10.0.0.4066,\system32;,bulletin,kb
5.1,2,x64,Wmvcore.dll,10.0.0.4300,10.0.0.4362,\system32;,bulletin,kb
5.1,2,x64,Wmvcore.dll,11.0.0.0,11.0.5721.5251,\system32;,bulletin,kb
5,2,x64,Wmvcore.dll,11.0.0.0,9.0.0.3268,\system32;,bulletin,kb
5,2,x64,Nscm.exe,11.0.0.0,4.1.0.3936;,\system32;,bulletin,kb
6,2,x64,Mshtml.dll,8.0.6001.20000,8.0.6001.22342,\system32,bulletin,kb
6,2,x64,Mshtml.dll,8.0.0.0,8.0.6001.18247,\system32,bulletin,kb
6,1,x64,Mshtml.dll,7.0.6001.20000,7.0.6001.22328,\system32,bulletin,kb
6,1,x64,Mshtml.dll,7.0.6001.20000,7.0.6001.18183,\system32,bulletin,kb
6,0,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.20973,\system32,bulletin,kb
6,0,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.16788,\system32,bulletin,kb
5.2,1,x64,Mshtml.dll,7.0.6000.20000,6.0.3790.3261,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,7.0.6000.20000,6.0.3790.4426,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,8.0.6001.20000,8.0.6001.22342,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,8.0.0.0,8.0.6001.18247,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.20973,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,7.0.0.0,7.0.6000.16788,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,8.0.6001.20000,8.0.6001.22342,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,8.0.0.0,8.0.6001.18247,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.20973,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,7.0.0.0,7.0.6000.16788,\system32,bulletin,kb
5.1,3,x64,Mshtml.dll,7.0.0.0,6.0.2900.5726,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,7.0.0.0,6.0.2900.3492,\system32,bulletin,kb
5,2,x64,Mshtml.dll,6.0.0.0,6.0.2800.1619,\system32,bulletin,kb
5,2,x64,Mshtml.dll,6.0.0.0,5.0.3872.1000,\system32,bulletin,kb
6,0,x64,Srv.sys,6.0.0.0,6.0.6000.16789,\system32\drivers,bulletin,kb
6,0,x64,Srv.sys,6.0.6000.20000,6.0.6000.20976,\system32\drivers,bulletin,kb
6,1,x64,Srv.sys,6.0.6000.20000,6.0.6001.18185,\system32\drivers,bulletin,kb
6,1,x64,Srv.sys,6.0.6001.20000,6.0.6001.22331,\system32\drivers,bulletin,kb
5.2,2,x64,Srv.sys,6.0.6001.20000,5.2.3790.4425,\system32\drivers,bulletin,kb
5.2,1,x64,Srv.sys,6.0.6001.20000,5.2.3790.3260,\system32\drivers,bulletin,kb
5.1,3,x64,Srv.sys,6.0.6001.20000,5.1.2600.5725,\system32\drivers,bulletin,kb
5.1,2,x64,Srv.sys,6.0.6001.20000,5.1.2600.3491,\system32\drivers,bulletin,kb
5,2,x64,Srv.sys,6.0.6001.20000,5.0.2195.7222,\system32\drivers,bulletin,kb
6,2,x64,Mshtml.dll,8.0.6001.20000,8.0.6001.22352,\system32,bulletin,kb
6,2,x64,Mshtml.dll,8.0.0.0,8.0.6001.18259,\system32,bulletin,kb
6,1,x64,Mshtml.dll,7.0.6001.20000,7.0.6001.22355,\system32,bulletin,kb
6,1,x64,Mshtml.dll,7.0.0.0,7.0.6001.18203,\system32,bulletin,kb
6,0,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.20996,\system32,bulletin,kb
6,0,x64,Mshtml.dll,7.0.0.0,7.0.6000.16809,\system32,bulletin,kb
5.2,0,x64,Mshtml.dll,8.0.6001.20000,8.0.6001.22352,\system32,bulletin,kb
5.2,0,x64,Mshtml.dll,8.0.6001.0,8.0.6001.18259,\system32,bulletin,kb
5.2,0,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.20996,\system32,bulletin,kb
5.2,0,x64,Mshtml.dll,7.0.0.0,7.0.6000.16809,\system32,bulletin,kb
5.1,0,x64,Mshtml.dll,8.0.6001.20000,8.0.6001.22352,\system32,bulletin,kb
5.1,0,x64,Mshtml.dll,8.0.0.0,8.0.6001.18259,\system32,bulletin,kb
5.1,0,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.20996,\system32,bulletin,kb
5.1,0,x64,Mshtml.dll,7.0.0.0,7.0.6000.16809,\system32,bulletin,kb
6,1,x64,Win32k.sys,6.0.6001.20000,6.0.6001.22372,\system32,bulletin,kb
6,1,x64,Win32k.sys,6.0.6001.20000,6.0.6001.18211,\system32,bulletin,kb
6,0,x64,Win32k.sys,6.0.6000.20000,6.0.6000.21006,\system32,bulletin,kb
6,0,x64,Win32k.sys,6.0.6000.20000,6.0.6000.16816,\system32,bulletin,kb
5.2,2,x64,Win32k.sys,6.0.6000.20000,5.2.3790.4456,\system32,bulletin,kb
5.2,1,x64,Win32k.sys,6.0.6000.20000,5.2.3790.3291,\system32,bulletin,kb
5.1,3,x64,Win32k.sys,6.0.6000.20000,5.1.2600.5756,\system32,bulletin,kb
5.1,2,x64,Win32k.sys,6.0.6000.20000,5.1.2600.3521,\system32,bulletin,kb
5,2,x64,Win32k.sys,6.0.6000.20000,5.0.2195.7251,\system32,bulletin,kb
6,1,x64,Schannel.dll,6.0.6001.20000,6.0.6001.22320,\system32,bulletin,kb
6,1,x64,Schannel.dll,6.0.6001.20000,6.0.6001.18175,\system32,bulletin,kb
6,0,x64,Schannel.dll,6.0.6000.20000,6.0.6000.20967,\system32,bulletin,kb
6,0,x64,Schannel.dll,6.0.6000.20000,6.0.6000.16782,\system32,bulletin,kb
5.2,2,x64,Schannel.dll,6.0.6000.20000,5.2.3790.4458,\System32,bulletin,kb
5.2,1,x64,Schannel.dll,6.0.6000.20000,5.2.3790.3293,\System32,bulletin,kb
5.1,3,x64,Schannel.dll,6.0.6000.20000,5.1.2600.5721,\System32,bulletin,kb
5.1,2,x64,Schannel.dll,6.0.6000.20000,5.1.2600.3487,\System32,bulletin,kb
5,2,x64,Schannel.dll,6.0.6000.20000,5.1.2195.7213,\System32,bulletin,kb
6,1,x64,Dns.exe,6.0.6001.20000,6.0.6001.22375,\system32,bulletin,961063
6,1,x64,Dns.exe,6.0.6001.20000,6.0.6001.18214,\system32,bulletin,961063
5.2,2,x64,Dns.exe,6.0.6001.20000,5.2.3790.4460,\System32,bulletin,961063
5.2,2,x64,Wins.exe,6.0.6001.20000,5.2.3790.4446,\System32,bulletin,961064
5.2,1,x64,Dns.exe,6.0.6001.20000,5.2.3790.3295,\System32,bulletin,961063
5.2,1,x64,Wins.exe,6.0.6001.20000,5.2.3790.3281,\System32,bulletin,961064
5,1,x64,Dns.exe,6.0.6001.20000,5.0.2195.7260,\System32,bulletin,961063
5,1,x64,Wins.exe,6.0.6001.20000,5.0.2195.7241,\System32,bulletin,961064
5.2,1,x64,Mswrd8.wpc,6.0.6001.20000,10.0.803.10,\System32,bulletin,923561
5.1,1,x64,Mswrd8.wpc,6.0.6001.20000,10.0.803.10,\System32,bulletin,923561
5,1,x64,Mswrd8.wpc,6.0.6001.20000,10.0.803.10,\System32,bulletin,923561
5.2,1,x64,Msconv97.dll,6.0.6001.20000,2003.1100.8202.0,\System32,bulletin,960476
5.1,1,x64,Msconv97.dll,6.0.6001.20000,2003.1100.8202.0,\System32,bulletin,933399
5,1,x64,Msconv97.dll,6.0.6001.20000,2003.1100.8202.0,\System32,bulletin,921606
5.2,2,x64,Quartz.dll,6.5.0.0,6.5.3790.4431,\System32,bulletin,kb
5.2,1,x64,Quartz.dll,6.5.0.0,6.5.3790.3266,\System32,bulletin,kb
5.1,3,x64,Quartz.dll,6.5.0.0,6.5.2600.5731,\System32,bulletin,kb
5.1,2,x64,Quartz.dll,6.5.0.0,6.5.2600.3497,\System32,bulletin,kb
5,2,x64,Quartz.dll,6.5.0.0,6.5.1.910,\system32,bulletin,kb
5,2,x64,Quartz.dll,6.3.0.0,6.3.1.892,\System32,bulletin,kb
6,1,x64,Ntoskrnl.exe,6.0.6000.20000,6.0.6001.22389,\System32,bulletin,956572
6,1,x64,Msdtcprx.dll,2001.12.6931.20000,2001.12.6931.22197,\System32,bulletin,952004
6,1,x64,Ntoskrnl.exe,2001.12.6931.20000,6.0.6001.18226,\System32,bulletin,956572
6,1,x64,Msdtcprx.dll,2001.12.6931.20000,2001.12.6931.18085,\System32,bulletin,952004
6,0,x64,Ntoskrnl.exe,6.0.6000.20000,6.0.6000.21023,\System32,bulletin,956572
6,0,x64,Msdtcprx.dll,2001.12.6930.20000,2001.12.6930.20852,\System32,bulletin,952004
6,0,x64,Ntoskrnl.exe,2001.12.6930.20000,6.0.6000.16830,\System32,bulletin,956572
6,0,x64,Msdtcprx.dll,2001.12.6930.20000,2001.12.6930.16697,\System32,bulletin,952004
5.2,2,x64,Ntoskrnl.exe,2001.12.6930.20000,5.2.3790.4478,\System32,bulletin,956572
5.2,2,x64,Msdtcprx.dll,2001.12.6930.20000,2001.12.4720.4340,\System32,bulletin,952004
5.2,1,x64,Ntoskrnl.exe,2001.12.6930.20000,5.2.3790.3309,\System32,bulletin,956572
5.2,1,x64,Msdtcprx.dll,2001.12.6930.20000,2001.12.4720.3180,\System32,bulletin,952004
5.1,3,x64,Ntoskrnl.exe,2001.12.6930.20000,5.1.2600.5755,\System32,bulletin,956572
5.1,3,x64,Msdtcprx.dll,2001.12.6930.20000,2001.12.4414.706,\System32,bulletin,952004
5.1,2,x64,Ntoskrnl.exe,2001.12.6930.20000,5.1.2600.3520,\System32,bulletin,956572
5.1,2,x64,Msdtcprx.dll,2001.12.6930.20000,2001.12.4414.320,\System32,bulletin,952004
5,2,x64,Msdtcprx.dll,2001.12.6930.20000,2000.2.3549.0,\System32,bulletin,952004
6,1,x64,Winhttp.dll,6.0.6001.20000,6.0.6001.22323,\system32,bulletin,kb
6,1,x64,Winhttp.dll,6.0.6001.20000,6.0.6001.18178,\system32,bulletin,kb
6,0,x64,Winhttp.dll,6.0.6000.20000,6.0.6000.20971,\system32,bulletin,kb
6,0,x64,Winhttp.dll,6.0.6000.20000,6.0.6000.16786,\system32,bulletin,kb
5.1,3,x64,Winhttp.dll,6.0.6000.20000,5.1.2600.5727,\System32,bulletin,kb
5.1,2,x64,Winhttp.dll,6.0.6000.20000,5.1.2600.3494,\System32,bulletin,kb
5,2,x64,Winhttp.dll,6.0.6000.20000,5.1.2600.3490,\System32,bulletin,kb
6,2,x64,Mshtml.dll,7.0.6002.20000,7.0.6002.20613,\system32,bulletin,kb
6,1,x64,Mshtml.dll,7.0.6001.20000,7.0.6001.22389,\system32,bulletin,kb
6,1,x64,Mshtml.dll,7.0.0.0,7.0.6001.18226,\system32,bulletin,kb
6,0,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.21023,\system32,bulletin,kb
6,0,x64,Mshtml.dll,7.0.0.0,7.0.6000.16830,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.21015,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,7.0.0.0,7.0.6000.16825,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,6.0.0.0,6.0.3790.4470,\system32,bulletin,kb
5.2,1,x64,Mshtml.dll,6.0.0.0,6.0.3790.3304,\system32,bulletin,kb
5.1,3,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.21015,\system32,bulletin,kb
5.1,3,x64,Mshtml.dll,7.0.0.0,7.0.6000.16825,\system32,bulletin,kb
5.1,3,x64,Mshtml.dll,6.0.3790.0,6.0.3790.4470,\System32,bulletin,kb
5.1,3,x64,Mshtml.dll,6.0.0.0,6.0.3790.3304,\System32,bulletin,kb
5.1,3,x86,Mshtml.dll,6.0.0.0,6.0.2900.5764,\system32,bulletin,kb
5.1,2,x86,Mshtml.dll,7.0.0.0,7.0.6000.16825,\system32,bulletin,kb
5.1,2,x86,Mshtml.dll,6.0.0.0,6.0.2900.3527,\system32,bulletin,kb
5,2,x86,Msrating.dll,6.0.0.0,6.0.2800.1958,\system32,bulletin,kb
5,2,x86,Mshtml.dll,5.0.0.0,5.0.3874.1900,\system32,bulletin,kb
6,1,x86,Secur32.dll,6.0.6001.20000,6.0.6001.22376,\system32,bulletin,kb
6,1,x86,Secur32.dll,6.0.6001.20000,6.0.6001.18215,\system32,bulletin,kb
6,0,x86,Secur32.dll,6.0.6000.20000,6.0.6000.21010,\system32,bulletin,kb
6,0,x86,Secur32.dll,6.0.6000.20000,6.0.6000.16820,\system32,bulletin,kb
5.2,2,x86,Secur32.dll,6.0.6000.20000,5.2.3790.4455,\System32,bulletin,kb
5.2,1,x86,Secur32.dll,6.0.6000.20000,5.2.3790.3290,\System32,bulletin,kb
5.1,1,x64,Secur32.dll,5.2.3790.4000,5.2.3790.4455,\System32,bulletin,kb
5.1,1,x64,Secur32.dll,5.2.0.0,5.2.3790.3290,\System32,bulletin,kb
5.1,3,x86,Secur32.dll,5.2.0.0,5.1.2600.5753,\System32,bulletin,kb
5.1,2,x86,Secur32.dll,5.2.0.0,5.1.2600.3518,\System32,bulletin,kb
5,2,x86,Secur32.dll,5.2.0.0,5.0.2195.7244,\System32,bulletin,kb
5.2,2,x86,ntdsa.dll,5.2.0.0,5.2.3790.4501,\system32,bulletin,969805
5.2,2,x86,adamdsa.dll,5.2.0.0,1.1.3790.4503,\ADAM,bulletin,970437
5.1,3,x86,adamdsa.dll,5.2.0.0,1.1.3790.4501,\ADAM,bulletin,970437
5.1,2,x64,adamdsa.dll,5.2.0.0,1.1.3790.4503,\ADAM,bulletin,970437
5.1,2,x86,adamdsa.dll,5.2.0.0,1.1.3790.4501,\ADAM,bulletin,970437
5,2,x86,ntdsa.dll,5.2.0.0,5.0.2195.7292,\system32,bulletin,969805
6,2,x86,Mshtml.dll,8.0.6001.20000,8.0.6001.22874,\system32,bulletin,kb
6,2,x86,Mshtml.dll,8.0.0.0,8.0.6001.18783,\system32,bulletin,kb
6,2,x86,Mshtml.dll,7.0.6002.20000,7.0.6002.22121,\system32,bulletin,kb
6,2,x86,Mshtml.dll,7.0.0.0,7.0.6002.18024,\system32,bulletin,kb
6,1,x86,Mshtml.dll,7.0.6001.20000,7.0.6001.22418,\system32,bulletin,kb
6,1,x86,Mshtml.dll,7.0.0.0,7.0.6001.18248,\system32,bulletin,kb
6,0,x86,Mshtml.dll,7.0.6000.20000,7.0.6000.21046,\system32,bulletin,kb
6,0,x86,Mshtml.dll,7.0.0.0,7.0.6000.16851,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,8.0.6001.20000,8.0.6001.22873,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,8.0.0.0,8.0.6001.18783,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,7.0.6000.20000,7.0.6000.21045,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,7.0.0.0,7.0.6000.16850,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,6.0.0.0,6.0.3790.4504,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,8.0.6001.20000,8.0.6001.22873,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,8.0.0.0,8.0.6001.18783,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,8.0.6001.20000,8.0.6001.22873,\system32,bulletin,kb
